Clothing_Barcode,Clothing_Category,LocationID,Selling_Price,Clothing_Type,Clothing_Description,Clothing_Brand,Clothing_Size,Clothing_Color,Clothing_Gender,Clothing_Condition
2025,3,2,61,Shoes,grey sweatshirt plain,Champion,XL,Grey,Male,Fair
2026,3,2,61,Sweatshirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Poor
2027,3,2,19,Shorts,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Great
2028,3,2,26,Hat,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Good
2029,1,2,25,Shirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Great
2030,3,1,30,Dress,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Poor
2031,5,3,40,Pants,Old cowboy boots,Tough,13,Brown,Male,Great
2032,1,1,68,Jacket,High Heels Red,Vanity,6,Red,Female,Good
2033,2,2,47,Vest,Classic Levy Shirt,Levy,M,Grey,Female,Fair
2034,6,3,22,Shoes,Classic frat shorts,Vineyard Vines,31,Pink,Male,Great
2035,6,2,29,Sweatshirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Poor
2036,1,2,20,Shorts,Carhart logo hat,Carhart,M,Brown,Unisex,Good
2037,6,1,30,Hat,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Fair
2038,3,2,33,Shirt,Old trendy black high waisted,Levy,30,Black,Female,Good
2039,5,3,69,Dress,Australian beach sweatshirt,Champion,L,Grey,Female,Good
2040,5,1,65,Pants,Short shorts jene style,Levy,29,Blue,Female,Good
2041,5,2,27,Jacket,Small brown phish shirt - 2014,Concert,S,Brown,Male,Great
2042,4,3,63,Vest,light purple flowery dress,Lulus,4,Purple,Female,Good
2043,4,3,17,Shoes,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Fair
2044,3,1,48,Sweatshirt,classic jenes,Levy,34,Blue,Male,Fair
2045,2,3,35,Shorts,Drapey paper bag pants,Madewell,6,Orange,Female,Poor
2046,4,1,69,Hat,Solid dual pocket denim,Levy,M,Blue,Female,Fair
2047,3,3,15,Shirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Fair
2048,4,1,39,Dress,Wool vest with breast pocket,Patagonia,M,Blue,Female,Poor
2049,2,1,61,Pants,Puffy winter coat,Volcom,L,Red,Male,Great
2050,2,2,31,Jacket,classic vans,Vans,11,Red,Male,Good
2051,3,1,69,Vest,classic vans,Vans,10,Black,Male,Great
2052,1,3,57,Shoes,stomper boots,black,8,Black,Female,Fair
2053,5,3,56,Sweatshirt,light twirly dress,Free People,4,Pink,Female,Good
2054,2,3,48,Shorts,Classic jene jacket,Levy,L,Blue,Unisex,Great
2055,3,3,59,Hat,grey sweatshirt plain,Champion,XL,Grey,Male,Good
2056,5,1,36,Shirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Poor
2057,3,1,45,Dress,Vintage Bondi Beach Shirt,Champion,L,Red,Female,Good
2058,1,3,68,Pants,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Good
2059,6,3,56,Jacket,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Great
2060,3,3,30,Vest,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Poor
2061,1,2,56,Shoes,Old cowboy boots,Tough,13,Brown,Male,Great
2062,3,3,67,Sweatshirt,High Heels Red,Vanity,6,Red,Female,Good
2063,1,3,20,Shorts,Classic Levy Shirt,Levy,M,Grey,Female,Fair
2064,2,3,53,Hat,Classic frat shorts,Vineyard Vines,31,Pink,Male,Great
2065,3,2,48,Shirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Poor
2066,3,3,64,Dress,Carhart logo hat,Carhart,M,Brown,Female,Great
2067,5,2,61,Pants,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Good
2068,1,1,30,Jacket,Old trendy black high waisted,Levy,30,Black,Female,Fair
2069,2,1,41,Vest,Australian beach sweatshirt,Champion,L,Grey,Unisex,Great
2070,1,3,67,Shoes,Short shorts jene style,Levy,29,Blue,Female,Poor
2071,6,2,67,Sweatshirt,Small brown phish shirt - 2014,Concert,S,Brown,Male,Good
2072,2,1,52,Shorts,light purple flowery dress,Lulus,4,Purple,Female,Fair
2073,5,2,23,Hat,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Good
2074,1,3,38,Shirt,classic jenes,Levy,34,Blue,Male,Good
2075,5,2,69,Dress,Drapey paper bag pants,Madewell,6,Orange,Female,Good
2076,5,1,39,Pants,Solid dual pocket denim,Levy,M,Blue,Female,Great
2077,6,3,67,Jacket,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Good
2078,6,1,64,Vest,Wool vest with breast pocket,Patagonia,M,Blue,Male,Fair
2079,6,3,35,Shoes,Puffy winter coat,Volcom,L,Red,Male,Fair
2080,3,1,53,Sweatshirt,classic vans,Vans,11,Red,Male,Poor
2081,1,2,50,Shorts,classic vans,Vans,10,Black,Male,Fair
2082,2,3,31,Hat,stomper boots,black,8,Black,Female,Fair
2083,2,3,43,Shirt,light twirly dress,Free People,4,Pink,Female,Poor
2084,4,3,50,Dress,Classic jene jacket,Levy,L,Blue,Female,Great
2085,3,2,54,Pants,grey sweatshirt plain,Champion,XL,Grey,Male,Good
2086,2,1,15,Jacket,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Great
2087,3,1,62,Vest,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Fair
2088,4,3,39,Shoes,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Good
2089,4,1,69,Sweatshirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Great
2090,1,3,65,Shorts,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Good
2091,1,3,22,Hat,Old cowboy boots,Tough,13,Brown,Male,Poor
2092,1,3,55,Shirt,High Heels Red,Vanity,6,Red,Female,Good
2093,1,1,65,Dress,Classic Levy Shirt,Levy,M,Grey,Female,Good
2094,4,1,27,Pants,Classic frat shorts,Vineyard Vines,31,Pink,Male,Great
2095,6,2,64,Jacket,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Poor
2096,1,2,32,Vest,Carhart logo hat,Carhart,M,Brown,Unisex,Great
2097,1,2,26,Shoes,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Good
2098,6,2,48,Sweatshirt,Old trendy black high waisted,Levy,30,Black,Female,Fair
2099,6,2,43,Shorts,Australian beach sweatshirt,Champion,L,Grey,Unisex,Great
2100,2,3,64,Hat,Short shorts jene style,Levy,29,Blue,Female,Poor
2101,2,3,52,Shirt,Small brown phish shirt - 2014,Concert,S,Brown,Male,Good
2102,5,2,31,Dress,light purple flowery dress,Lulus,4,Purple,Female,Fair
2103,5,3,18,Pants,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Good
2104,5,3,52,Jacket,classic jenes,Levy,34,Blue,Male,Good
2105,6,1,70,Vest,Drapey paper bag pants,Madewell,6,Orange,Female,Good
2106,3,3,48,Shoes,Solid dual pocket denim,Levy,M,Blue,Female,Great
2107,3,1,60,Sweatshirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Good
2108,2,3,56,Shorts,Wool vest with breast pocket,Patagonia,M,Blue,Male,Fair
2109,1,2,33,Hat,Puffy winter coat,Volcom,L,Red,Male,Fair
2110,4,2,37,Shirt,classic vans,Vans,11,Red,Male,Poor
2111,2,2,18,Dress,classic vans,Vans,10,Black,Female,Fair
2112,1,1,68,Pants,stomper boots,black,8,Black,Female,Fair
2113,4,3,69,Jacket,light twirly dress,Free People,4,Pink,Female,Poor
2114,6,1,57,Vest,Classic jene jacket,Levy,L,Blue,Unisex,Great
2115,2,1,25,Shoes,grey sweatshirt plain,Champion,XL,Grey,Male,Good
2116,1,2,55,Sweatshirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Great
2117,4,1,69,Shorts,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Fair
2118,6,1,63,Hat,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Good
2119,3,1,32,Shirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Great
2120,2,3,20,Dress,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Good
2121,6,1,32,Pants,Old cowboy boots,Tough,13,Brown,Male,Poor
